CID,DRKG_ID,CanonicalSMILES,P_NP
14707,,CC1C2CC3=C(C1(CCN2CCC4=CC=CC=C4)C)C=C(C=C3)O,1
9650,,CCC1(C(=O)NC(=O)N(C1=O)C2=CC=CC=C2)CC,1
65975,,C1CN(CCN1CC2=CC=CC=C2)C(=O)C3=CC=CC=N3,1
13938201,,CC(=O)NC1=CC=C(C=C1)OC(=O)C2CCC(=O)N2,1
68714,,C1CN(CCC1CCO)CCC=C2C3=C(C=C(C=C3)F)SC4=C2C=C(C=C4)C(F)(F)F,1
71219,,C1CNCCC1CCC2=CC(=NC3=CC=CC=C32)C4=CC=CC=C4,1
20674,,C1CCN(CC1)CCOC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O,1
159977,,CN1CCN(CC1)C2=NN=C3C(=C2)N(C4=CC=CC=C4O3)C,1
5249961,,CCC1=C(NC2=C1C(=O)C3CN(CCC3C2)C)C,1
431429,,CC1(C2=C(CCO1)C3=CC=CC=C3C2)CCN(C)C,1
63114,,CC1=CC=CC=C1N2C(=NC3=CC=CC=C3C2=O)C=CC4=CC=CC=N4,1
68722,,CC(C)(C)C(=O)OC1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3,1
3050417,,C1CCNC(C1)CC2(C(=O)NC(=O)NC2=O)C3=CC=CC=C3,1
52421,,CCC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)OC(=O)OCC,1
21841,,CCN(CC)CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)O,1
21917766,,CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)O,1
4898,,CC12CC(C3C(C1CCC2(C(=O)COC(=O)CC(C)(C)C)O)CCC4=CC(=O)C=CC34C)O,1
4900,,CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C,1
11740,,CC12CC(C3C(C1CC(=C)C2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O,1
20728,,CC(=O)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC(=O)CCC(=O)O)C)C,1
31740,,CCN1CCC(=C(C2=CC=CC=C2)C3=CC=CC=C3)C1,1
3050432,,CCC(C1CCCCC1)OC(=O)N,1
3050433,,C1C(=O)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F)CC(CO)O,1
10105,,CC(C)C1(OCC(O1)CO)C(C)C,1
112029,,CC(CN1C2=CC=CC=C2NC3=C(C1=O)C=CC=N3)N(C)C,1
19607,,CCC(=O)C1(CCN(CC1)CCCC(=O)C2=CC=C(C=C2)F)N3CCCCC3,1
71115,,CN(C)CCC=C1C2=CC=CC=C2SC3=CC=CC=C31,1
13559474,,C1CC1CN2CCC34COCCC3C2CC5=C4C=C(C=C5)O,1
65590,,C1=CC=C2C(=C1)C=C(O2)C3=CC=NC=C3,1
18983470,,CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)N4CCC5=CC=CC=C5C4)C)C,1
55645,,CCCN1CC(CC2C1CC3=C(C2)C(=CC=C3)O)NS(=O)(=O)N(CC)CC,1
3052772,,CC1(C2CCC1(C(C2)(CC3=CC=CC=C3)OCCN(C)C)C)C,1
18627836,,C1CC2=CC=CC=C2C1NCC#N,1
3052777,,C1CN(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3Cl)C4=NC(=O)CO4,1
72964111,,CC(=O)OC1C2CC3C4=C(CCN3CC2CC(C1OC)OC(=O)C5=CC(=C(C(=C5)OC)OC)OC)C6=C(N4)C=C(C=C6)OC,1
73656965,,CCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)O,1
9883287,,CC1(CN(C2=CC=CC=C21)C(=O)NC3CC4CCC(C3)N4C)C,1
5069,,CN(C)C(=O)C1=NN(C(=N1)CNC(=O)CN)C2=C(C=C(C=C2)Cl)C(=O)C3=CC=CC=C3Cl,1
5072,,CC1CN(CC(N1)C)CCCN2C3=CC=CC=C3C4=CC=CC=C42,1
4460696,,CCC(=O)C1(C(CC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)C)C,1
33474,,CCN1C2=C(C(=N1)C)NC(=O)CN=C2C3=CC=CC=C3,1
5077,,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C,1
12016890,,C1CC(C1)N(C2CCC2)C3CC4=C(C=CC(=C4OC3)F)C(=O)N,1
65905,,CC(C)OCC(COC(C)C)OCN1C=NC2=CN=C(N=C21)N,1
71152,,C1CN=C2CC(CN2C1=O)C3=CC=CC=C3,1
19366485,,CCCC1OC2CC3C4CC(C5=CC(=O)CCC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)F,1
90993,,C1CC(=O)NC1C(=O)NC2CC2C3=CC=CC=C3,1
19769471,,CN1CC(C=C2C1CC3=CNC4=CC=CC2=C34)CN5CC(=O)NC(=O)C5,1
71117,,CN1C(=O)CC2(C1=O)CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F,1
53930639,,CON=C(C#N)C1CN2CCC1CC2,1
5145,,C1=CC=C(C(=C1)CO)OC2C(C(C(C(O2)CO)O)O)O,1
65996,,CCCCCCN1CCC(CC1)(C2=CC=CC=C2)C(=O)N(C)CC,1
3058746,,CCCC(=O)N(C)CC1=C(N=C2N1C=CC=C2)C3=CC=C(C=C3)Cl,1
5195,,CC(CC1=CC=CC=C1)N(C)CC#C,1
13247566,,COCCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O,1
195376,,C1=CC2=C(C3=C(C2(CC4=CC=NC=C4)CC5=CC=NC=C5)C=CC=N3)N=C1,1
3058753,,CN1CCN(CC1)C2=CC=CC=C2CC3=CC=CC=C3,1
4677798,,CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,1
198730,,CC1=C(C(=CC=C1)C)C(=O)NC2=NOC(=C2)C,1
65714,,C1CN(CCC12NC(=O)CS2)CCCN3C4=CC=CC=C4SC5=C3C=C(C=C5)Cl,1
5620,,CN(C1CCC2(CCCO2)CC1N3CCCC3)C(=O)CC4=CC(=C(C=C4)Cl)Cl,1
101660,,CC(=CCCN1CCC2(CC1)C(=O)NCN2C3=CC=CC=C3)C4=CC=C(C=C4)F,1
68674,,CN(C)CC1COC2(O1)C3=CC=CC=C3COC4=CC=CC=C24,1
132157,,CCN(CC)C(=O)N1CCN(CC1)CCCC2=NC3=C(N2C)C(=O)N(C(=O)N3C)C,1
39524,,CC(C)(C)C(C=CC1=CC2=C(C=C1)OCO2)O,1
72094,,C1C(C(=O)N(C1=O)C2=C(C=C(C=C2)S(=O)(=O)N)Cl)C3=CC=CC=C3,1
8262,,CCS(=O)(=O)C(C)(C)S(=O)(=O)CC,1
3018598,,CN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC,1
10041933,,CC(=O)NC1=CC=C(C=C1)OC(=O)C(CCSC)NC(=O)C,1
9799246,,C1CC2CN(CCN2CC1CN3C(=O)CCC3=O)C4=NC=CC=N4,1
53696,,CCC(=O)N1CCN(CC1)C(=O)OC2C3=C(C(=O)N2C4=NC5=C(C=C4)C=CC(=N5)Cl)SCCS3,1
25431,,CN1C(=NN(C1=S)C)C2=CC(=CC=C2)F,1
26516,,C1CC2CC1C3C2C(=O)N(C3=O)C4CCC(=O)NC4=O,1
71248,,CC(C)NS(=O)(=O)CCN1C(=O)C2=CC=CC=C2C1=O,1
71304,,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCN3CCC(CC3)C4=CNC5=CC=CC=C54,1
104181,,CNC1CCC(C2=CC=CC=C12)C3=CC=CC=C3,1
3085156,,CCNCC1=C(C(=NC=C1CSC)C)O,1
54961,,CN(C)CCCN1C2=CC=CC=C2C(=NC3=C1N=CC=C3)C4=CC=CC=C4,1
39187,,CCN1C2=CC=CC=C2C3=C1C(SCC3)(C)CCN(C)C,1
5378,,C1CC2CC1C3C2C(=O)N(C3=O)CCCCN4CCN(CC4)C5=NC=CC=N5,1
3086516,,CC1=NC(=NO1)C2=CN3C4=C(CCCC4)C(=NC3=N2)OC,1
131460,,CCCCCCSC1=NSN=C1C2=CCCN(C2)C,1
4913274,,C1CN(CCN1CCO)C2CC(C3=C2C=C(C=C3)C(F)(F)F)C4=CC=C(C=C4)F,1
68751,,C1CN(CCN1CCCC2C3=C(C=C(C=C3)F)SC4=C2C=C(C=C4)C(F)(F)F)CCO,1
65649,,C1CNC(=O)C(N1)C2=CC=CS2,1
68915,,CCCN1CCC(=CC1)C2=CNC3=C2C=C(C=C3)Cl,1
5406,,CCN(CC)C(=O)NC1CC2C(CC3=CNC4=CC=CC2=C34)N(C1)C,1
101534,,CCCC(CC)C1(C(=O)NC(=O)NC1=O)CC,1
71726,,C1CC2(CC3=CC=CC=C31)C(=O)NC(=O)N2,1
10075,,CC(=O)OC1=CCC2C3CC4=C5C2(C1OC5=C(C=C4)OC)CCN3C,1
3032306,,C=CCC1(C(=O)NC(=S)NC1=O)C2CCCC=C2,1
5433,,CS(=O)(=O)C1=CC=C(C=C1)C(C(CO)NC(=O)C(Cl)Cl)O,1
22107,,CN(C)CCN1C(=O)CC(SC2=CC=CC=C21)C3=CC=CC=C3,1
5454,,CN1CCN(CC1)CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C,1
12602,,CN(C)C1=NC(=O)C(O1)C2=CC=CC=C2,1
5466,,CC1=C(SC=C1)C(=CCCN2CCCC(C2)C(=O)O)C3=C(C=CS3)C,1
71140,,CC1=CSC2=C1C3=C(C=C2)NC4=C3CN(CC4)C,1
3033964,,C1CNC(=S)OC1COC2=CC=CC=C2,1
65844,,CN1CCN2C(C1)CN=C(C3=C2C=C(C=C3)F)C4=CC=CS4,1
3063289,,C1CSC(=N)N1C2=C(C=C(C=C2)Cl)N,1
13488893,,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)SC)OC(=O)C)C)O)F)C,1
42610,,CN1CC(C=C2C1CC3=CNC4=CC=CC2=C34)CSC5=CC=CC=N5,1
40460,,CCCSC1=CC=CC=C1N2CCN(CC2)CCCCN3C(=O)C4=CC=CC=C4NC3=O,1
13132507,,CCSC1(CCC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)SC,1
65789,,CC(CC(C)(C)N(C)C)NC(=O)C1CC2=CC(=C(C=C2S(=O)(=O)O1)OC)OC,1
178145,,CC(CC1=CC=CC=C1)NCCC2C3=CC=CC=C3SC4=CC=CC=C24,1
21977877,,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CS)O)C)O,1
21872748,,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CSC(=O)C(C)(C)C)O)C)O,1
25315,,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCNC,1
71215,,CC1=CC=CC=C1OCC(COC(C(Cl)(Cl)Cl)O)OC(C(Cl)(Cl)Cl)O,1
3084338,,CC1=CC(=CC=C1)N2CCN(CC2)CCC3=NNC(=C3)C,1
3083943,,CCC1(CCN2CCC3=C(C2C1)C=C(C=C3)C)O,1
65647,,CC1=CC=C(C=C1)S(=O)(=O)CCN2C(=O)CN=C(C3=C2C=CC(=C3)Cl)C4=CC=CC=C4Cl,1
52447,,CCCCCC(=O)CCC1(C2CC3=C(C1(CCN2C)C)C=C(C=C3)O)C,1
5514,,CC1(OC2COC3(C(C2O1)OC(O3)(C)C)COS(=O)(=O)N)C,1
5522,,CCCCNC1=C2C=NN(C2=NC(=C1C(=O)OCC)C)CC,1
20480913,,CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CF)C)Cl)Cl)C)F)C,1
32142,,CC1C(CC2=CC=CC=C2O1)N(C)C,1
60728,,CCC(=O)N(C1=CC=CC=C1F)C2(CCN(CC2)CCN3C(=O)N(N=N3)CC)C4=CC=CC=C4,1
5544,,CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CCC4=CC(=O)C=CC43C)F)O,1
5545,,CC(CNC(=O)C1=CC=CC=C1)C(=O)OCC(=O)C23C(CC4C2(CC(C5(C4CCC6=CC(=O)C=CC65C)F)O)C)OC(O3)(C)C,1
6400,,C(C(Br)(Br)Br)O,1
3083540,,C1NC(C(=O)N1C(C(Cl)(Cl)Cl)O)(C2=CC=CC=C2)C3=CC=CC=C3,1
23456376,,CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CCl)C)Cl)Cl)C)F)C,1
12478,,COC1=CC(=CC(=C1OC)OC)C(=O)N2CCOCC2,1
3047751,,C1=CC=C(C=C1)CN2C3=CC=CC=C3NNC(=C2O)C(=N)N=O,1
26650,,COC1=CC(=CC(=C1OC)OC)C(=O)N2CCCCCCC2,1
34274,,C=CCONC1=NC2=C(C=C(C=C2)Cl)C(=NC1)C3=CC=CC=C3Cl,1
135483437,,CC(C)C(C(=O)OCCOCN1C=NC2=C1N=C(NC2=O)N)N,1
68689,,CCCC(CCC)(CCC)C(=O)N,1
135398519,,CC(C)C(C(=O)OCC(CO)OCN1C=NC2=C1N=C(NC2=O)N)N,1
71160,,CCCC(CCC)C(=O)OCOC(=O)C(C)(C)C,1
537344,,CC(C)CC(=O)OC1C=C2C(C13CO3)C(OC=C2COC(=O)C)OC(=O)CC(C)C,1
28361,,C1CN(CCN1CCCC2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCCO,1
15573150,,CC1CC(=C)CC23C1C(CC4=C2C=C(C=C4)O)N(CC3)CC5CCC5,1
68789,,CC(C)C(CCCCCC(=O)O)NCC1=CC=C(C=C1)F,1
9804072,,C1CN(CCN1CCCCN2C(=O)C3C4C=CC(C3C2=O)C5C4C=C5)C6=NC=CC=N6,1
72155,,CC1(CN(C1)CCN2CCN(C2=O)C3=CC(=CC=C3)Cl)C,1
68696,,COC1=CC=CC=C1N2CCN(CC2)CCC3=C(NC(=O)O3)C4=CC=C(C=C4)F,1
60745,,CC(C1=NOC2=C1C=C(C=C2)Cl)N3C=CN=C3,1
253826,,CCNC(CC1=CC=CC=C1)C2CCCO2,1
2008,,CCC1(CC(C2=C(C3=C(C=C2C1C(=O)OC)C(=O)C4=C(C3=O)C(=CC=C4)O)O)OC5CC(C(C(O5)C)OC6CC(C(C(O6)C)OC7CCC(=O)C(O7)C)O)N(C)C)O,0
270631,,CC1(C(N2C(S1)C(C2=O)NC(=O)CCCC(C(=O)O)N)C(=O)O)C,0
838,,CNCC(C1=CC(=C(C=C1)O)O)O,0
178640,,COC1=CC=CC2=C1C(=O)C3=C(C4=C(CC(CC4O)(C(CO)O)O)C(=C3C2=O)O)O,0
4062845,,CC12CCC(=O)C=C1CCC3C2C4CC5(C3CCC5C(=O)CO)C(O4)O,0
11330,,CC1(C(N2C(S1)C(C2=O)NC(=O)CSCC=C)C(=O)O)C,0
20056959,,CC1(C(N2C(S1)C(C2=O)NC(=O)C34CC5CC(C3)CC(C5)(C4)N)C(=O)O)C,0
2142,,C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N,0
53859529,,CC1C=CC=CC=CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(C(CCC(CC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O,0
13051277,,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)NC(=O)C4=CNC5=C(C4=O)N=CC=C5)C(=O)O)C,0
54708152,,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NC(C(=O)O)N5CCN(CC5)CCO)N(C)C)O,0
439519,,CNC1C(C2C(CC(C(O2)OC3C(CC(C(C3O)O)N)N)N)OC1OC4C(C(C(C(O4)CO)N)O)O)O,0
2226,,C1CC(C(OC1CN)OC2C(CC(C(C2O)OC3C(C(C(C(O3)CO)O)N)O)NC(=O)C(CCN)O)N)N,0
2245,,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)NC(=O)C(CC(=O)NC)N)C(=O)O)C,0
2248,,CC(C1CCC(C(O1)OC2C(C(C(C(C2O)N(C)C(=O)CN)OC)O)N)N)N,0
2269,,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,0
2274,,CC1C(C(=O)N1S(=O)(=O)O)NC(=O)C(=NOC(C)(C)C(=O)O)C2=CSC(=N2)N,0
23447001,,CCOC(=O)OC(C)OC(=O)C1C(SC2N1C(=O)C2N=CN3CCCCCC3)(C)C,0
816,,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)N)N,0
594168,,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)C,0
2560,,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)O)C(=O)O)C,0
2563,,CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)NN,0
30729,,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)OC4=CC=CC=C4)C(=O)O)C,0
2575,,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)OC4=CC5=C(CCC5)C=C4)C(=O)O)C,0
430461,,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)O)O)(C(=O)C)O)N)O,0
2584,,C1=C(N=C(S1)N)C(=NOCC(=O)O)C(=O)NC2C(N(C2=O)S(=O)(=O)O)COC(=O)N,0
2609,,C1C(=C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl,0
2610,,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O,0
2614,,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)NC(=O)C(C4=CC=CC=C4)O)SC2)C(=O)O,0
12838189,,CC1=NN=C(S1)SCC2=C(N3C(C(C3=O)NC(=O)C(C4=CC=C(C=C4)O)N)SC2)C(=O)O,0
4948,,C1C(=C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)CSC4=NNN=C4,0
13229762,,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)NC(=O)CSC(F)(F)F)SC2)C(=O)O,0
432140,,CC1=NN=C(S1)SCC2=C(N3C(C(C3=O)NC(=O)CN4C=C(C(=O)C(=C4)Cl)Cl)SC2)C(=O)O,0
15602397,,CC1=NN=C(S1)SCC2=C(N3C(C(C3=O)NC(=O)C(C4=CC=CC=C4)O)SC2)C(=O)O,0
65848,,CC1=C(OC(=O)O1)COC(=O)C2=C(CSC3N2C(=O)C3NC(=O)C(C4=CC=CC=C4)OC(=O)C(C)N)CSC5=NN=C(S5)C,0
85037940,,COCC1=C(N2C(C(C2=O)NC(=O)C(=NO)C3=CSC(=N3)N)SC1)C(=O)O,0
6803597,,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NO)C3=CSC(=N3)N)SC1)C(=O)O,0
53432469,,CC1=C(SC=N1)C=CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O,0
53396029,,CC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O,0
12760821,,C1C(=C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CS3)C(=O)O)CSC4=NC=NN4,0
78173886,,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)NC(=O)CSC=CC#N)SC2)C(=O)O,0
2624,,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O,0
2626,,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)(NC(=O)CSCC#N)OC)SC2)C(=O)O,0
2627,,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)(NC(=O)CSCC(C(=O)O)N)OC)SC2)C(=O)O,0
2628,,CC1=C(SC(=N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O)CC(=O)O,0
4630261,,C1C(=C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)O)C(=O)O)CSC4=NN=NN4CS(=O)(=O)O,0
5229712,,C1C(=C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3CN)C(=O)O)CSC4=NN=NN4CC(=O)O,0
2632,,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O,0
4630412,,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)(NC(=O)C4SC(=C(C(=O)N)C(=O)O)S4)OC)SC2)C(=O)O,0
2635,,CN(C)CCN1C(=NN=N1)SCC2=C(N3C(C(C3=O)NC(=O)CC4=CSC(=N4)N)SC2)C(=O)O,0
2642,,CC1=CC(=O)C(=CN1)C(=O)NC(C2=CC=C(C=C2)O)C(=O)NC3C4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O,0
54547,,COCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O,0
2646,,CC=CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O,0
78169452,,CC1=C(N2C(C(C2=O)NC(=O)CC3=CC=C(C=C3)C4=NCCCN4)SC1)C(=O)O,0
3024461,,COC1=C(N2C(C(C2=O)NC(=O)C(C3C=CCC=C3)N)SC1)C(=O)O,0
20524215,,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC(=CC=C3)NS(=O)(=O)C)N)SC1)C(=O)O,0
54486399,,CC1=NN(N=N1)CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O,0
2653,,C1C(=C(N2C(S1)C(C2=O)NC(=O)CN3C=NN=N3)C(=O)O)CSC4=NN=CS4,0
2654,,C1C=C(N2C(S1)C(C2=O)NC(=O)C(=CCC(=O)O)C3=CSC(=N3)N)C(=O)O,0
5073094,,CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O,0
54434665,,CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C=CSC4=NNC(=O)C(=O)N4CC=O)C(=O)O,0
78071565,,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)S(=O)C1)C(=O)O,0
2655,,CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=CCS3)C(=O)O,0
53394888,,CC(C(=O)NC1=NC(=CS1)C(=NOC)C(=O)NC2C3N(C2=O)C(=CCS3)C(=O)OCOC(=O)C(C)(C)C)N,0
2657,,CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O,0
76376633,,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CC=CO3)SC1)C(=O)O,0
2659,,CON=C(C1=CC=CO1)C(=O)NC2C3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O,0
4630416,,CC(OC(=O)C1=C(CSC2N1C(=O)C2NC(=O)C(=NOC)C3=CC=CO3)COC(=O)N)OC(=O)C(C)(C)OC,0
13035349,,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)CC#N)SC1)C(=O)O,0
3309686,,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O,0
2612,,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)CC3=CC=CS3)SC1)C(=O)O,0
2616,,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)CSC3=CC=NC=C3)SC1)C(=O)O,0
2673,,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CCC=CC3)N)SC1)C(=O)O,0
4663848,,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,0
2786,,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,0
76169525,,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C(C=CC(=C41)Cl)O)O)O)O)C(=O)NCO)N(C)C)O,0
2814,,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,0
2748,,CC1(C(N2C(S1)C(C2=O)NC(=O)C3(CCCCC3)N)C(=O)O)C,0
2909,,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,0
2019,,CC1C(C(=O)NC(C(=O)N2CCCC2C(=O)N(CC(=O)N(C(C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)NC6C(OC(=O)C(N(C(=O)CN(C(=O)C7CCCN7C(=O)C(NC6=O)C(C)C)C)C)C(C)C)C)N)C,0
2958,,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O,0
54680095,,CN(C)C1C2CC3C(C4=C(C(=CC=C4)O)C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O,0
114806,,CCOC(C(=O)OCC(=O)C1(CC(C2=C(C1)C(=C3C(=C2O)C(=O)C4=C(C3=O)C=CC=C4OC)O)OC5CC(C(C(O5)C)O)N)O)OCC,0
3021,,C1CC(C(OC1CN)OC2C(CC(C(C2O)OC3C(C(C(C(O3)CO)O)N)O)N)N)N,0
3062,,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,0
3069,,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(CO)O,0
3076,,CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC,0
5353588,,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,0
23447002,,CCC(=O)OC1C(C(OC(=O)C(C(C(C(C(CC2(CO2)C(=O)C1C)C)OC3C(C(CC(O3)C)N(C)C)O)C)OC4CC(C(C(O4)C)OC(=O)CC)OC)C)C)C,0
